교통사고이력ID(사고기록 순서),발생년월일시,주야코드,요일코드,사망자수,부상자수,발생지시도코드,발생지시도코드.1,사고유형대분류코드,사고유형중분류코드,법규위반코드
289,2012-01-19 23,야간,목,1,1,경북,영천시,차량단독,공작물충돌,안전운전 의무 불이행
290,2012-01-17 15,주간,화,1,1,경남,사천시,차대차,측면충돌,안전운전 의무 불이행
291,2012-03-17 06,주간,토,1,1,전남,담양군,차대사람,차도통행중,안전운전 의무 불이행
292,2012-02-23 10,주간,목,1,1,경기,이천시,차대차,추돌,안전운전 의무 불이행
293,2012-04-07 09,주간,토,1,1,강원,철원군,차대차,측면충돌,교차로 통행방법 위반
294,2012-05-31 09,주간,목,1,2,전남,곡성군,차량단독,전도전복,안전운전 의무 불이행
295,2012-08-06 14,주간,월,1,2,경북,영양군,차량단독,기타,안전운전 의무 불이행
296,2012-03-24 06,주간,토,1,1,경남,사천시,차량단독,기타,안전운전 의무 불이행
297,2012-02-03 19,야간,금,1,3,경북,경산시,차량단독,전도전복,안전운전 의무 불이행
298,2012-03-22 15,주간,목,1,1,경북,청도군,차대사람,횡단중,과속
299,2012-01-20 14,주간,금,1,1,충남,논산시,차대사람,횡단중,안전운전 의무 불이행
300,2012-01-18 15,주간,수,1,2,울산,동구,차대차,정면충돌,중앙선 침범
301,2012-01-06 23,야간,금,1,1,대전,유성구,차대사람,횡단중,안전운전 의무 불이행
302,2012-04-25 09,주간,수,1,1,경북,봉화군,차량단독,공작물충돌,안전운전 의무 불이행
303,2012-02-13 17,주간,월,1,1,전북,부안군,차량단독,공작물충돌,안전운전 의무 불이행
304,2012-02-19 02,야간,일,1,1,경남,밀양시,차대차,추돌,안전거리 미확보
305,2012-01-25 18,야간,수,1,1,전남,나주시,차대사람,기타,안전운전 의무 불이행
306,2012-02-02 09,주간,목,1,5,경기,용인시,차대차,기타,안전운전 의무 불이행
307,2012-01-21 00,야간,토,1,1,충남,논산시,차대사람,횡단중,안전운전 의무 불이행
308,2012-01-21 16,주간,토,1,1,경북,영천시,차대사람,횡단중,안전운전 의무 불이행
309,2012-04-27 12,주간,금,1,1,경남,산청군,차대사람,횡단중,안전운전 의무 불이행
310,2012-03-31 13,주간,토,1,1,전남,진도군,차량단독,도로이탈,안전운전 의무 불이행
311,2012-01-16 21,야간,월,1,1,울산,울주군,차대사람,기타,안전운전 의무 불이행
312,2012-01-25 21,야간,수,1,1,전남,영암군,차량단독,공작물충돌,안전운전 의무 불이행
313,2012-02-24 19,야간,금,1,1,경남,고성군,차대사람,길가장자리구역통행중,안전운전 의무 불이행
314,2012-01-18 22,야간,수,1,1,충북,제천시,차대사람,기타,안전운전 의무 불이행
315,2012-04-01 19,야간,일,1,1,경남,합천군,차량단독,전도전복,안전운전 의무 불이행
316,2012-01-20 18,야간,금,1,1,경기,하남시,차대사람,횡단중,안전운전 의무 불이행
317,2012-01-09 10,주간,월,1,1,강원,춘천시,차대사람,기타,안전운전 의무 불이행
318,2012-06-12 20,야간,화,1,1,강원,인제군,차대사람,횡단중,안전운전 의무 불이행
319,2012-02-04 00,야간,토,1,1,경기,평택시,차량단독,공작물충돌,안전운전 의무 불이행
320,2012-01-08 16,주간,일,1,2,경기,안산시,차대사람,길가장자리구역통행중,안전운전 의무 불이행
321,2012-03-09 00,야간,금,2,2,충남,연기군,차대차,정면충돌,중앙선 침범
322,2012-02-15 17,주간,수,1,2,경북,울진군,차량단독,공작물충돌,안전운전 의무 불이행
323,2012-06-29 20,야간,금,1,1,경북,군위군,차대차,기타,안전운전 의무 불이행
324,2012-04-11 21,야간,수,1,1,강원,영월군,차량단독,전도전복,안전운전 의무 불이행
325,2012-03-01 10,주간,목,1,2,경남,하동군,차대차,측면충돌,안전운전 의무 불이행
326,2012-01-17 00,야간,화,1,4,경남,김해시,차량단독,공작물충돌,안전운전 의무 불이행
327,2012-02-04 11,주간,토,1,1,경기,안성시,차대차,측면충돌,안전운전 의무 불이행
328,2012-01-15 15,주간,일,1,1,부산,강서구,차량단독,기타,기타
329,2012-01-11 19,야간,수,1,1,전남,목포시,차대차,측면충돌,중앙선 침범
330,2012-03-03 08,주간,토,1,1,전북,완주군,차량단독,공작물충돌,안전운전 의무 불이행
331,2012-04-02 18,야간,월,1,1,경남,합천군,차량단독,도로이탈,안전운전 의무 불이행
332,2012-04-03 08,주간,화,1,1,경북,고령군,차량단독,기타,안전운전 의무 불이행
333,2012-01-22 03,야간,일,1,1,경기,하남시,차량단독,공작물충돌,안전운전 의무 불이행
334,2012-04-11 20,야간,수,1,1,충남,청양군,차대사람,횡단중,안전운전 의무 불이행
335,2012-06-12 08,주간,화,1,1,전남,곡성군,차대차,기타,안전운전 의무 불이행
336,2012-03-27 13,주간,화,1,1,경남,함양군,차대사람,기타,안전운전 의무 불이행
337,2012-01-17 18,야간,화,1,2,경기,동두천시,차대차,추돌,안전운전 의무 불이행
338,2012-04-05 11,주간,목,1,2,경남,합천군,차량단독,공작물충돌,안전운전 의무 불이행
339,2012-01-14 19,야간,토,1,2,경기,포천시,차대차,추돌,안전운전 의무 불이행
340,2012-01-15 00,야간,일,1,1,서울,마포구,차대사람,기타,안전운전 의무 불이행
341,2012-06-12 11,주간,화,1,1,전남,곡성군,차대차,측면충돌,교차로 통행방법 위반
342,2012-02-07 20,야간,화,1,2,경북,구미시,차대차,추돌,안전거리 미확보
343,2012-01-18 19,야간,수,1,1,대구,달성군,차대사람,기타,안전운전 의무 불이행
344,2012-01-09 06,주간,월,1,1,울산,남구,차대사람,횡단중,안전운전 의무 불이행
345,2012-02-06 06,주간,월,1,2,경기,용인시,차대차,추돌,안전운전 의무 불이행
346,2012-02-29 16,주간,수,1,1,충남,부여군,차대차,기타,안전운전 의무 불이행
347,2012-01-12 04,야간,목,1,1,서울,관악구,차대사람,횡단중,과속
348,2012-01-16 10,주간,월,1,2,경기,안성시,차대차,추돌,안전운전 의무 불이행
349,2012-01-10 23,야간,화,1,3,부산,연제구,차대차,측면충돌,신호위반
350,2012-02-02 06,주간,목,1,2,강원,삼척시,차대차,정면충돌,중앙선 침범
351,2012-02-16 14,주간,목,1,1,대전,대덕구,차대차,추돌,안전운전 의무 불이행
352,2012-01-15 03,야간,일,1,2,서울,구로구,차대차,측면충돌,과속
353,2012-03-14 20,야간,수,1,1,경기,연천군,차대차,정면충돌,중앙선 침범
354,2012-01-29 19,야간,일,1,1,경기,양평군,차대사람,횡단중,안전운전 의무 불이행
355,2012-01-08 17,주간,일,1,1,강원,춘천시,차량단독,도로이탈,안전운전 의무 불이행
356,2012-05-21 13,주간,월,1,3,경남,산청군,차대차,정면충돌,중앙선 침범
357,2012-01-14 16,주간,토,1,1,부산,해운대구,차대사람,기타,안전운전 의무 불이행
358,2012-08-01 10,주간,수,1,1,전북,진안군,차량단독,기타,안전운전 의무 불이행
359,2012-02-08 06,주간,수,1,2,경기,용인시,차대차,추돌,안전운전 의무 불이행
360,2012-01-07 06,주간,토,1,1,경기,시흥시,차대사람,횡단중,안전운전 의무 불이행
361,2012-04-16 13,주간,월,2,3,전남,진도군,차대차,정면충돌,안전운전 의무 불이행
362,2012-04-08 19,야간,일,1,3,경남,함양군,차대차,기타,안전운전 의무 불이행
363,2012-02-12 00,야간,일,1,1,전북,완주군,차량단독,전도전복,안전운전 의무 불이행
364,2012-05-30 18,야간,수,1,5,충북,보은군,차량단독,공작물충돌,안전운전 의무 불이행
365,2012-01-17 10,주간,화,1,1,경남,창원시(통합),차대차,기타,기타
366,2012-01-19 17,주간,목,1,1,경남,창원시(통합),차대사람,횡단중,안전운전 의무 불이행
367,2012-04-04 07,주간,수,1,1,전남,완도군,차대사람,기타,안전운전 의무 불이행
368,2012-02-17 19,야간,금,1,1,충남,천안시,차량단독,공작물충돌,안전운전 의무 불이행
369,2012-02-27 02,야간,월,1,2,충남,보령시,차량단독,공작물충돌,안전운전 의무 불이행
370,2012-02-28 00,야간,화,1,2,부산,강서구,차대차,측면충돌,안전운전 의무 불이행
371,2012-04-09 15,주간,월,2,4,경남,사천시,차량단독,전도전복,안전운전 의무 불이행
372,2012-01-26 13,주간,목,1,1,인천,중구,차량단독,공작물충돌,안전운전 의무 불이행
373,2012-02-28 18,야간,화,1,1,충북,증평군,차대차,측면충돌,안전운전 의무 불이행
374,2012-09-24 12,주간,월,1,2,경북,영양군,차량단독,기타,안전운전 의무 불이행
375,2012-08-02 19,야간,목,1,3,경북,군위군,차대차,추돌,안전운전 의무 불이행
376,2012-03-02 15,주간,금,1,2,전남,영광군,차대차,추돌,안전운전 의무 불이행
377,2012-05-22 01,야간,화,1,5,전북,완주군,차량단독,도로이탈,안전운전 의무 불이행
378,2012-03-08 20,야간,목,1,1,충남,부여군,차량단독,공작물충돌,안전운전 의무 불이행
379,2012-04-15 20,야간,일,1,1,강원,횡성군,차대사람,횡단중,안전운전 의무 불이행
380,2012-04-09 15,주간,월,1,1,경북,의성군,차대차,측면충돌,안전운전 의무 불이행
381,2012-01-15 14,주간,일,1,3,경남,거제시,차대차,측면충돌,안전운전 의무 불이행
382,2012-04-28 06,주간,토,1,1,강원,영월군,차량단독,공작물충돌,안전운전 의무 불이행
383,2012-02-01 09,주간,수,1,2,전북,정읍시,차량단독,공작물충돌,안전운전 의무 불이행
384,2012-07-14 10,주간,토,1,1,전북,장수군,차량단독,기타,안전운전 의무 불이행
385,2012-01-19 02,야간,목,1,1,부산,중구,차대사람,횡단중,과속
386,2012-01-11 23,야간,수,1,1,부산,연제구,철길건널목,경보기무시,기타
387,2012-01-03 09,주간,화,1,1,경북,경주시,차량단독,전도전복,안전운전 의무 불이행
388,2012-01-29 05,야간,일,2,4,경기,구리시,차대차,정면충돌,중앙선 침범
389,2012-04-01 00,야간,일,1,1,충북,옥천군,차대사람,차도통행중,안전운전 의무 불이행
390,2012-04-16 07,주간,월,1,1,경남,함양군,차대사람,횡단중,안전운전 의무 불이행
391,2012-01-10 03,야간,화,1,1,대구,서구,차대차,기타,안전운전 의무 불이행
392,2012-02-21 18,야간,화,1,3,전북,부안군,차량단독,전도전복,안전운전 의무 불이행
393,2012-02-21 01,야간,화,1,2,충북,청원군,차대차,추돌,안전운전 의무 불이행
394,2012-02-05 14,주간,일,1,1,서울,은평구,차대사람,횡단중,안전운전 의무 불이행
395,2012-02-18 01,야간,토,1,1,경북,문경시,차량단독,공작물충돌,안전운전 의무 불이행
396,2012-04-17 21,야간,화,1,1,경남,합천군,차량단독,도로이탈,안전운전 의무 불이행
397,2012-03-18 03,야간,일,1,1,충북,충주시,차대차,추돌,안전운전 의무 불이행
398,2012-02-11 07,주간,토,1,1,경기,구리시,차량단독,전도전복,안전운전 의무 불이행
399,2012-04-18 05,야간,수,1,15,경남,합천군,차량단독,전도전복,안전운전 의무 불이행
400,2012-03-01 12,주간,목,1,2,강원,평창군,차량단독,공작물충돌,안전운전 의무 불이행
401,2012-01-14 19,야간,토,1,1,경기,용인시,차대사람,횡단중,안전운전 의무 불이행
402,2012-04-25 20,야간,수,1,1,전남,보성군,차대사람,기타,안전운전 의무 불이행
403,2012-01-15 16,주간,일,1,5,경북,포항시,차대차,측면충돌,중앙선 침범
404,2012-01-21 18,야간,토,1,1,경북,칠곡군,차대사람,횡단중,안전운전 의무 불이행
405,2012-03-22 11,주간,목,1,2,경기,연천군,차대차,측면충돌,중앙선 침범
406,2012-02-24 07,주간,금,2,2,전남,화순군,차량단독,공작물충돌,안전운전 의무 불이행
407,2012-01-10 08,주간,화,1,1,울산,남구,차대차,측면충돌,안전운전 의무 불이행
408,2012-02-17 09,주간,금,1,1,충남,예산군,차대차,측면충돌,기타
409,2012-01-14 10,주간,토,1,2,경기,김포시,차대차,측면충돌,중앙선 침범
410,2012-04-23 14,주간,월,1,1,경북,고령군,차대사람,차도통행중,안전운전 의무 불이행
411,2012-04-12 22,야간,목,1,3,전북,완주군,차량단독,기타,안전운전 의무 불이행
412,2012-07-21 16,주간,토,1,1,강원,인제군,차량단독,공작물충돌,안전운전 의무 불이행
413,2012-04-18 17,주간,수,1,2,경북,의성군,차대차,정면충돌,중앙선 침범
414,2012-04-30 15,주간,월,1,1,전남,보성군,차대차,측면충돌,교차로 통행방법 위반
415,2012-05-10 00,야간,목,1,1,강원,철원군,차량단독,공작물충돌,안전운전 의무 불이행
416,2012-01-07 16,주간,토,1,1,경기,시흥시,차대사람,횡단중,신호위반
417,2012-01-25 19,야간,수,1,1,인천,중구,차대차,측면충돌,안전운전 의무 불이행
418,2012-05-02 11,주간,수,1,1,충북,단양군,차대사람,횡단중,안전운전 의무 불이행
419,2012-03-13 09,주간,화,1,1,충남,부여군,차대차,측면충돌,안전운전 의무 불이행
420,2012-06-05 20,야간,화,1,3,전남,장성군,차대차,추돌,안전운전 의무 불이행
421,2012-06-20 23,야간,수,1,1,충북,보은군,차대사람,차도통행중,안전운전 의무 불이행
422,2012-05-12 15,주간,토,1,3,강원,평창군,차량단독,공작물충돌,안전운전 의무 불이행
423,2012-03-12 16,주간,월,1,2,경남,거창군,차대차,측면충돌,중앙선 침범
424,2012-01-10 11,주간,화,1,1,울산,남구,차대사람,기타,안전운전 의무 불이행
425,2012-01-11 12,주간,수,1,1,경기,의정부시,차대사람,기타,안전운전 의무 불이행
426,2012-01-16 17,주간,월,1,1,서울,마포구,차대사람,차도통행중,보행자 보호의무 위반
427,2012-01-12 22,야간,목,1,1,전남,순천시,차대사람,기타,안전운전 의무 불이행
428,2012-04-24 08,주간,화,1,1,강원,횡성군,차량단독,전도전복,안전운전 의무 불이행
429,2012-08-30 15,주간,목,1,2,전북,진안군,차량단독,공작물충돌,안전운전 의무 불이행
430,2012-03-18 18,야간,일,1,1,강원,태백시,차대사람,보도통행중,안전운전 의무 불이행
431,2012-04-25 00,야간,수,1,1,강원,횡성군,차대사람,차도통행중,안전운전 의무 불이행
432,2012-01-09 00,야간,월,1,1,경기,파주시,차량단독,공작물충돌,안전운전 의무 불이행
433,2012-01-21 06,주간,토,1,1,부산,동구,차대사람,횡단중,안전운전 의무 불이행
434,2012-01-18 06,주간,수,1,1,충남,태안군,차대사람,횡단중,안전운전 의무 불이행
435,2012-06-06 17,주간,수,1,1,경남,산청군,차대사람,기타,안전운전 의무 불이행
436,2012-04-22 03,야간,일,1,4,충남,서산시,차대차,기타,안전운전 의무 불이행
437,2012-02-02 21,야간,목,1,5,충남,아산시,차대차,추돌,안전거리 미확보
438,2012-05-14 18,야간,월,1,3,강원,원주시,차대차,추돌,안전운전 의무 불이행
439,2012-01-13 20,야간,금,1,1,인천,계양구,차대사람,횡단중,안전운전 의무 불이행
440,2012-07-29 12,주간,일,1,2,강원,정선군,차량단독,도로이탈,안전운전 의무 불이행
441,2012-02-07 23,야간,화,1,1,충북,음성군,차량단독,공작물충돌,안전운전 의무 불이행
