교통사고이력ID(사고기록 순서),발생년월일시,주야코드,요일코드,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도코드,발생지시도코드,사고유형대분류코드,사고유형중분류코드,사고유형코드,법규위반코드,도로형태대분류코드,도로로형태코드
197,2012-02-19 12,주간,일,1,1,0,0,0,경북,영덕군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로
198,2012-04-03 12,주간,화,1,3,1,1,0,전남,광양시,차대차,추돌,진행중 추돌,기타,단일로,기타단일로
199,2012-05-07 07,주간,월,1,1,0,0,0,전북,진안군,차대차,측면충돌,측면충돌,과속,단일로,기타단일로
200,2012-01-28 05,야간,토,1,1,0,0,0,경남,하동군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
201,2012-03-29 09,주간,목,1,1,0,0,0,전남,함평군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로
202,2012-01-09 05,야간,월,1,1,0,0,0,인천,부평구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
203,2012-02-11 21,야간,금,1,3,2,0,0,충남,보령시,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로
204,2012-02-24 15,주간,금,4,100,6,23,67,강원,고성군,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
205,2012-01-05 12,주간,목,1,1,0,0,0,전남,순천시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
206,2012-03-04 07,주간,일,1,1,0,0,0,경북,고령군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
207,2012-01-04 19,야간,수,1,1,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상
208,2012-01-28 08,주간,토,1,1,0,0,0,전북,부안군,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
209,2012-01-10 01,야간,화,1,1,0,0,0,경기,이천시,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로
210,2012-01-30 09,주간,월,1,1,0,0,0,충북,괴산군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
211,2012-01-20 18,야간,금,1,1,0,0,0,전북,남원시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내
212,2012-02-06 07,주간,월,1,1,0,0,0,경남,고성군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로
213,2012-05-13 13,주간,일,1,1,0,0,0,전북,진안군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
214,2012-01-16 15,주간,월,1,1,0,0,0,경기,동두천시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
215,2012-05-05 17,주간,토,1,1,0,0,0,강원,인제군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로
216,2012-04-07 04,야간,토,1,1,0,0,0,전북,정읍시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
217,2012-02-02 17,주간,목,1,1,0,0,0,충남,부여군,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,단일로,기타단일로
218,2012-01-22 16,주간,일,1,1,0,0,0,경기,가평군,차대차,정면충돌,정면충돌,교차로 통행방법 위반,교차로,교차로내
219,2012-03-08 03,야간,목,1,1,0,0,0,강원,영월군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
220,2012-02-04 13,주간,토,1,1,0,0,0,충남,보령시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
221,2012-03-10 19,야간,토,1,1,0,0,0,전남,진도군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도부근
222,2012-04-15 13,주간,일,1,1,0,0,0,충북,보은군,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
223,2012-01-05 21,야간,목,1,1,0,0,0,전북,전주시,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로
224,2012-04-27 06,주간,금,1,1,0,0,0,전남,곡성군,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내
225,2012-01-26 06,주간,목,1,1,0,0,0,경북,구미시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
226,2012-01-07 15,주간,토,1,2,0,1,0,충북,청원군,차량단독,도로이탈,도로이탈 추락,기타,단일로,기타단일로
227,2012-01-25 14,주간,수,1,1,0,0,0,강원,평창군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로
228,2012-01-11 13,주간,수,1,1,0,0,0,충남,아산시,차대차,측면충돌,측면충돌,기타,교차로,교차로내
229,2012-01-05 01,야간,목,1,1,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내
230,2012-03-11 19,야간,일,1,1,0,0,0,강원,영월군,차대사람,길가장자리구역통행중,길가장자리구역통행중,기타,단일로,기타단일로
231,2012-01-11 16,주간,수,1,1,0,0,0,경남,밀양시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상
232,2012-01-08 12,주간,일,1,2,1,0,0,경북,포항시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
233,2012-01-07 07,주간,토,1,1,0,0,0,충남,서산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,기타/불명,기타/불명
234,2012-03-22 12,주간,목,1,2,1,0,0,강원,철원군,차대차,측면충돌,측면충돌,기타,단일로,기타단일로
235,2012-02-21 22,야간,화,1,1,0,0,0,인천,강화군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로
236,2012-04-12 14,주간,목,1,2,1,0,0,경북,청송군,차대차,추돌,진행중 추돌,안전거리 미확보,단일로,기타단일로
237,2012-01-06 16,주간,금,1,1,0,0,0,경기,안양시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로
238,2012-02-05 11,주간,일,2,2,0,0,0,충북,괴산군,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로
239,2012-01-10 19,야간,화,1,1,0,0,0,경기,수원시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
240,2012-02-15 05,야간,수,1,12,10,1,0,충북,음성군,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
241,2012-02-22 14,주간,수,1,3,1,1,0,경북,예천군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
242,2012-01-07 23,야간,일,1,1,0,0,0,서울,강남구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내
243,2012-03-17 15,주간,토,1,1,0,0,0,전남,진도군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
244,2012-02-25 14,주간,토,1,1,0,0,0,충북,영동군,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내
245,2012-02-24 18,야간,금,1,1,0,0,0,경북,예천군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
246,2012-04-18 11,주간,수,1,1,0,0,0,전북,순창군,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로부근
247,2012-01-29 01,야간,일,1,1,0,0,0,경북,경산시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
248,2012-01-18 20,야간,수,1,1,0,0,0,경북,영천시,차대사람,보도통행중,보도통행중,보행자 보호의무 위반,단일로,횡단보도상
249,2012-02-10 18,야간,금,1,1,0,0,0,충남,보령시,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,횡단보도상
250,2012-01-11 13,주간,수,1,1,0,0,0,인천,연수구,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내
251,2012-03-10 18,야간,토,1,1,0,0,0,전남,완도군,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
252,2012-02-06 09,주간,월,1,1,0,0,0,전남,무안군,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
253,2012-04-09 00,야간,월,1,1,0,0,0,경남,산청군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
254,2012-05-28 11,주간,월,1,1,0,0,0,경북,군위군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로
255,2012-04-24 07,주간,화,1,4,2,1,0,강원,화천군,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,교차로,교차로부근
256,2012-01-05 20,야간,목,1,1,0,0,0,충북,청주시,차대사람,횡단중,횡단중,신호위반,교차로,교차로내
257,2012-01-26 17,주간,목,1,1,0,0,0,전북,남원시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로
258,2012-01-18 18,야간,수,1,1,0,0,0,서울,중구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로
259,2012-02-02 16,주간,목,1,1,0,0,0,경북,울진군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로
260,2012-03-01 09,주간,목,1,1,0,0,0,전남,강진군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,교량위
261,2012-02-07 18,야간,화,1,1,0,0,0,전북,부안군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로
262,2012-01-05 18,야간,목,1,1,0,0,0,경기,시흥시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근
263,2012-03-14 05,야간,수,1,1,0,0,0,경남,남해군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로
264,2012-02-29 10,주간,수,1,1,0,0,0,경기,연천군,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로
265,2012-01-06 15,주간,금,1,1,0,0,0,전북,군산시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
266,2012-03-10 08,주간,토,1,1,0,0,0,인천,강화군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로
267,2012-07-25 20,야간,수,1,2,1,0,0,경북,영양군,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
268,2012-01-07 05,야간,토,1,1,0,0,0,울산,남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도부근
269,2012-01-25 18,야간,수,1,1,0,0,0,경북,영주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
270,2012-01-23 05,야간,월,1,1,0,0,0,충북,음성군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로
271,2012-02-15 12,주간,수,2,2,0,0,0,충남,서천군,차대차,기타,기타,중앙선 침범,단일로,기타단일로
272,2012-04-29 12,주간,일,1,1,0,0,0,충북,보은군,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로
273,2012-05-07 14,주간,월,1,1,0,0,0,강원,화천군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
274,2012-01-07 14,주간,토,3,7,2,2,0,충남,천안시,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내
275,2012-02-05 06,주간,일,1,4,3,0,0,충남,천안시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
276,2012-01-09 20,야간,월,1,2,1,0,0,경기,성남시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로
277,2012-01-12 21,야간,목,1,1,0,0,0,경기,포천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근
278,2012-03-16 21,야간,금,1,1,0,0,0,경북,고령군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로
279,2012-01-10 07,주간,화,1,1,0,0,0,충북,청원군,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내
280,2012-01-18 11,주간,수,1,1,0,0,0,인천,연수구,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로
281,2012-01-18 15,주간,수,1,7,3,3,0,광주,동구,차대차,추돌,진행중 추돌,과속,단일로,교량위
282,2012-01-13 07,주간,금,1,1,0,0,0,경남,창원시(통합),차대차,기타,기타,신호위반,교차로,교차로부근
283,2012-02-15 05,야간,수,1,1,0,0,0,충북,증평군,차대차,측면충돌,측면충돌,기타,교차로,교차로내
284,2012-01-07 20,야간,토,1,1,0,0,0,경기,안산시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내
285,2012-03-21 17,주간,수,1,1,0,0,0,강원,횡성군,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로
286,2012-01-16 09,주간,월,1,1,0,0,0,충남,아산시,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내
287,2012-08-14 15,주간,화,1,4,2,1,0,강원,양구군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
288,2012-03-07 10,주간,수,1,1,0,0,0,경북,예천군,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근
289,2012-01-19 23,야간,목,1,1,0,0,0,경북,영천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
290,2012-01-17 15,주간,화,1,1,0,0,0,경남,사천시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로
291,2012-03-17 06,주간,토,1,1,0,0,0,전남,담양군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로
292,2012-02-23 10,주간,목,1,1,0,0,0,경기,이천시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
293,2012-04-07 09,주간,토,1,1,0,0,0,강원,철원군,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내
294,2012-05-31 09,주간,목,1,2,1,0,0,전남,곡성군,차량단독,전도전복,전도전복,안전운전 의무 불이행,기타/불명,기타/불명
295,2012-08-06 14,주간,월,1,2,1,0,0,경북,영양군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로
296,2012-03-24 06,주간,토,1,1,0,0,0,경남,사천시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로
297,2012-02-03 19,야간,금,1,3,0,2,0,경북,경산시,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로
298,2012-03-22 15,주간,목,1,1,0,0,0,경북,청도군,차대사람,횡단중,횡단중,과속,단일로,횡단보도상
299,2012-01-20 14,주간,금,1,1,0,0,0,충남,논산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내
300,2012-01-18 15,주간,수,1,2,0,1,0,울산,동구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로
301,2012-01-06 23,야간,금,1,1,0,0,0,대전,유성구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
302,2012-04-25 09,주간,수,1,1,0,0,0,경북,봉화군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
303,2012-02-13 17,주간,월,1,1,0,0,0,전북,부안군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
304,2012-02-19 02,야간,일,1,1,0,0,0,경남,밀양시,차대차,추돌,진행중 추돌,안전거리 미확보,단일로,기타단일로
305,2012-01-25 18,야간,수,1,1,0,0,0,전남,나주시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내
